Tipo_Pericia,Tipo_Local,Qtd_Objetos,Qtd_Fotos,Qtd_Fitas,Horario_Exame,Delegacia,Tecnica_Utilizada,Violencia_Domestica,Vitima_Idosa,Classificacao_Prioridade
Estelionato,Área Rural,2,17,0,2023-11-15 16:31:00,DEAM (Mulher),Empoamento,True,True,0.4168
Incêndio (sem vítima),Hospital,0,7,3,2024-01-01 18:57:00,DRFC (Furtos),"Empoamento, Macrofotografia, Luz forense/lanterna",False,True,0.3117
Roubo,DP,4,41,0,2023-11-04 16:22:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento",True,False,0.5961
Furto,Residência,0,10,0,2023-06-06 05:39:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",False,True,0.3059
Maus Tratos de Animal,Área Rural,2,13,0,2023-01-19 03:00:00,DCA (Criança e Adolescente),Luz forense/lanterna,True,False,0.3307
Dano,Área Rural,4,9,0,2023-11-23 10:25:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.1803
Homicídio,Pátio,1,13,0,2023-12-19 21:27:00,3ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.8964
Afogamento,DP,1,49,0,2023-07-15 23:01:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna, Macrofotografia",False,True,0.276
Estelionato,Pátio,0,30,1,2023-12-22 17:19:00,1ª DP,,True,False,0.3147
Desmanche de Veículos,Área Rural,2,90,3,2023-05-15 07:48:00,  1ª DP  ,"Empoamento, Luz forense/lanterna, Macrofotografia",True,True,0.4522
Desmanche de Veículos,Área Rural,2,7,2,2023-09-06 10:46:00,DCA (Criança e Adolescente),"Empoamento, Macrofotografia",True,False,0.2908
Maus Tratos de Animal,Hospital,7,40,5,2023-03-10 17:42:00,2ª DP,"Empoamento, Macrofotografia",True,False,0.3022
Furto em Interior de Veículo,Terreno Baldio,1,10,10,2023-10-24 06:50:00,1ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.2924
Morte Aparentemente Natural,Pátio,5,8,2,2023-03-16 00:50:00,DEAM (Mulher),Luz forense/lanterna,True,False,0.3486
Extorsão,Estabelecimento Comercial,1,11,0,2023-09-13 00:20:00,1ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.418
Furto em Interior de Veículo,Terreno Baldio,1,46,9,2023-01-25 08:48:00,3ª DP,"Luz forense/lanterna, Macrofotografia",True,False,0.3384
Latrocínio e/ou Tentativa de Latrocínio,DP,17,19,2,2023-05-31 04:36:00,2ª DP,Macrofotografia,True,False,0.8727
Ameaça,Área Rural,5,19,3,2023-09-19 21:21:00,DEAM (Mulher),Macrofotografia,False,False,0.1961
Ossada Encontrada,Área Rural,5,18,2,2023-06-04 01:50:00,2ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.1832
Dano Seguido de Lesão Corporal,Residência,0,31,0,2023-08-13 01:11:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna",False,True,0.5076
Marca em Animal,Área Rural,2,11,1,2023-03-24 13:27:00,1ª DP,"Macrofotografia, Luz forense/lanterna",False,True,0.3059
Desmanche de Veículos,Terreno Baldio,1,17,1,2023-01-07 16:34:00,3ª DP,Luz forense/lanterna,False,False,0.1044
Aborto,Hospital,5,58,0,2023-01-13 13:27:00,2ª DP,Empoamento,,True,0.2555
Explosão (sem vítima),Via Pública,0,12,0,2023-08-23 20:18:00,2ª DP,"Macrofotografia, Empoamento",True,False,0.3293
Pichação,Pátio,3,70,2,2023-04-19 20:17:00,3ª DP,Luz forense/lanterna,True,False,0.3368
Abandono de Incapaz,Terreno Baldio,0,8,4,2023-01-27 05:57:00,3ª DP,Empoamento,False,True,0.885
Pichação,Pátio,1,40,3,2023-10-07 02:35:00,DRFC (Furtos),Macrofotografia,True,True,0.4963
Maus Tratos de Animal,Área Rural,17,36,1,2023-08-06 06:54:00,DHPP (Homicídios),Empoamento,True,False,0.3081
Suicídio,Terreno Baldio,0,20,2,2023-07-12 05:26:00,1ª DP,"Empoamento, Luz forense/lanterna",False,False,0.1687
Veículo Localizado (furtado ou roubado),Residência,5,52,4,2023-09-16 04:40:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia",True,False,0.2825
Roubo,Estabelecimento Comercial,3,17,3,2023-03-24 16:00:00,DCA (Criança e Adolescente),Macrofotografia,False,False,0.3508
Tentativa de Suicídio,Área Rural,10,59,1,2023-04-06 23:39:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.3108
Lesão Corporal,Residência,2,31,0,2023-06-09 20:41:00,DRFC (Furtos),Macrofotografia,True,True,0.6629
Furto de Energia Elétrica ou Termodinâmica,Pátio,7,11,0,2023-04-14 04:37:00,1ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.3333
Dano,Área Rural,8,34,2,2023-07-30 14:04:00,2ª DP,"Luz forense/lanterna, Macrofotografia",0,False,0.297
Morte Aparentemente Natural,Via Pública,3,24,0,2023-08-20 07:12:00,DEAM (Mulher),"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.2697
Infanticídio,Hospital,5,10,1,2023-11-16 21:21:00,DCA (Criança e Adolescente),Luz forense/lanterna,False,False,0.6501
Pichação,Via Pública,5,41,0,2023-02-06 05:15:00,3ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.3019
Extorsão,Terreno Baldio,0,55,1,2023-08-26 13:04:00,DRFC (Furtos),Empoamento,True,False,0.5684
Feminicídio,Terreno Baldio,8,7,1,2023-04-13 13:44:00,3ª DP,"Luz forense/lanterna, Empoamento",True,True,0.9603
Feminicídio,Área Rural,2,14,3,2023-05-14 16:34:00,DCA (Criança e Adolescente),Empoamento,False,True,0.8466
Exercício Arbitrário das Próprias Razões,Terreno Baldio,2,39,0,2023-06-28 18:45:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna",True,False,0.2572
Tráfico de Entorpecentes,Residência,6,37,0,2023-02-16 06:10:00,2ª DP,"Macrofotografia, Luz forense/lanterna",True,False,0.2849
Cadáver Encontrado,DP,2,15,0,2023-12-15 22:14:00,2ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,True,0.2645
Incêndio (sem vítima),Via Pública,3,34,1,2023-08-09 03:16:00,DRFC (Furtos),Empoamento,True,True,0.4243
Furto de Energia Elétrica ou Termodinâmica,Residência,7,29,3,2023-10-05 00:54:00,DEAM (Mulher),Empoamento,False,False,0.107
Lesão Corporal,Hospital,1,42,1,2023-04-09 18:47:00,3ª DP,Empoamento,True,False,0.5084
Dano Seguido de Lesão Corporal,DP,2,24,1,2023-10-15 01:16:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna",False,True,0.5492
Roubo,Residência,2,63,0,2023-09-14 12:12:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna",False,True,0.5183
Incêndio (sem vítima),Pátio,5,37,5,2023-03-11 16:34:00,3ª DP,"Luz forense/lanterna, Macrofotografia",False,False,0.159
Abandono de Incapaz,DP,5,13,3,2023-01-08 07:54:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.8582
Morte Aparentemente Natural,Área Rural,3,N/A,2,2023-12-31 03:22:00,3ª DP,Luz forense/lanterna,True,False,0.3147
Tentativa de Homicídio,DP,1,12,2,2023-09-18 21:10:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento",True,True,0.9715
Ossada Encontrada,Estabelecimento Comercial,0,12,2,2023-08-19 13:36:00,3ª DP,Macrofotografia,False,False,0.1639
Afogamento,Residência,9,6,1,2023-04-02 20:14:00,2ª DP,Luz forense/lanterna,False,False,0.1083
Eletroplessão,Área Rural,0,34,5,2023-07-23 00:44:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",True,False,0.3011
Explosão (sem vítima),Hospital,1,21,0,2023-02-02 12:32:00,DRFC (Furtos),"Empoamento, Macrofotografia, Luz forense/lanterna",False,True,0.31
Explosão (sem vítima),Hospital,0,55,2,2023-02-15 04:51:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna",False,False,0.144
Furto Qualificado (arrombamento),Área Rural,5,11,1,2023-01-14 08:16:00,3ª DP,Empoamento,False,True,0.3357
Feto Encontrado,Área Rural,0,17,0,2023-10-27 06:57:00,DRFC (Furtos),Empoamento,False,False,0.6941
Ossada Encontrada,Estabelecimento Comercial,4,41,0,2023-05-21 16:51:00,DRFC (Furtos),"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.3297
Aborto,Estabelecimento Comercial,0,10,1,2023-11-01 19:31:00,DHPP (Homicídios),"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,0.4504
  Lesão Corporal  ,Pátio,1,22,2,2023-06-15 21:03:00,1ª DP,Macrofotografia,True,True,0.7032
Abandono de Incapaz,Via Pública,8,15,0,2023-01-04 02:57:00,DRFC (Furtos),Luz forense/lanterna,True,False,0.8758
Abandono de Incapaz,Estabelecimento Comercial,1,25,0,2023-09-18 05:52:00,DRFC (Furtos),Empoamento,True,False,0.8511
Explosão (com vítima),Área Rural,4,20,4,2023-04-20 18:57:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.4219
Desmanche de Veículos,Pátio,0,34,1,2023-10-03 05:00:00,3ª DP,Empoamento,True,False,0.3177
Marca em Animal,Via Pública,1,5,2,2023-11-14 01:31:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento",True,False,0.2886
Dano,Área Rural,5,34,0,2023-10-29 16:43:00,DRFC (Furtos),"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.261
Abandono de Incapaz,Via Pública,0,35,0,2023-07-08 15:34:00,2ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",True,True,1.0
Furto de Energia Elétrica ou Termodinâmica,Residência,0,8,0,2023-12-14 11:49:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna",True,False,0.3326
Feto Encontrado,Via Pública,1,6,3,2023-08-25 09:07:00,3ª DP,"Luz forense/lanterna, Empoamento",True,False,0.8547
Latrocínio e/ou Tentativa de Latrocínio,Hospital,0,12,0,2023-01-10 20:38:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.7332
Lesão Corporal,Residência,2,8,0,2023-11-23 15:08:00,DCA (Criança e Adolescente),Empoamento,True,True,0.6558
Explosão (sem vítima),DP,0,10,1,2023-08-24 04:22:00,3ª DP,Empoamento,True,True,0.4782
Abandono de Incapaz,Pátio,1,19,0,2024-01-01 08:20:00,1ª DP,Empoamento,False,True,0.8464
Violação de Sepultura,Residência,2,28,0,2023-05-22 06:13:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna",False,False,0.1758
Marca em Animal,Via Pública,3,13,2,2023-05-28 19:39:00,DEAM (Mulher),"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.151
Incêndio (com vítima),Estabelecimento Comercial,10,16,1,2023-04-30 15:22:00,1ª DP,Luz forense/lanterna,True,False,0.5422
Violação de Sepultura,Hospital,1,52,2,2023-09-09 11:18:00,DHPP (Homicídios),Empoamento,True,False,0.2531
Abandono de Incapaz,Terreno Baldio,1,20,1,2023-08-09 17:29:00,1ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.8632
Marca em Animal,Hospital,0,19,3,,DEAM (Mulher),Empoamento,True,False,0.2833
Afogamento,Via Pública,0,7,0,2023-01-12 04:46:00,1ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.1001
Furto em Interior de Veículo,Via Pública,3,22,2,31/02/2023 25:00:00,DRFC (Furtos),Macrofotografia,True,True,0.4106
Estelionato,Residência,3,10,2,2023-08-13 22:30:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento",True,True,0.4252
Maus Tratos de Animal,Hospital,0,36,4,2023-01-26 04:59:00,1ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,True,0.2871
Incêndio (sem vítima),Área Rural,3,12,0,2023-01-20 06:53:00,2ª DP,"Luz forense/lanterna, Macrofotografia",False,True,0.274
Explosão (com vítima),Estabelecimento Comercial,0,19,0,2023-02-03 06:52:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.3654
Explosão (com vítima),Via Pública,0,46,0,2023-11-10 18:48:00,2ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.521
Suicídio,Área Rural,8,12,1,2023-06-11 21:06:00,3ª DP,"Empoamento, Luz forense/lanterna",False,True,0.3109
Latrocínio e/ou Tentativa de Latrocínio,DP,1,12,3,2023-09-08 13:49:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Macrofotografia",True,True,1.0
Aborto,Terreno Baldio,1,32,2,2023-02-16 04:37:00,DCA (Criança e Adolescente),Empoamento,False,False,0.1162
Adulteração de Placa e/ou Lacre,Estabelecimento Comercial,0,20,1,2023-11-16 11:26:00,DRFC (Furtos),,False,True,0.3261
Disparo de Arma de Fogo,Terreno Baldio,1,14,3,2023-07-31 01:07:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.3691
Marca em Animal,Pátio,2,30,0,2023-08-14 12:31:00,DCA (Criança e Adolescente),Luz forense/lanterna,False,False,0.1519
Receptação,Área Rural,5,5,1,2023-11-13 10:59:00,1ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.1289
Eletroplessão,Terreno Baldio,0,32,0,2023-10-06 02:38:00,1ª DP,Luz forense/lanterna,True,False,0.3064
Arremesso de Projétil,Terreno Baldio,2,39,0,2023-09-28 23:18:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.1252
Incêndio (com vítima),Pátio,6,5,9,2023-08-13 04:31:00,DRFC (Furtos),Macrofotografia,False,False,0.3801
Desmanche de Veículos,Estabelecimento Comercial,3,36,4,2023-12-28 15:33:00,3ª DP,Empoamento,True,False,0.3103
Dano Seguido de Lesão Corporal,Terreno Baldio,3,27,2,2023-05-11 15:36:00,2ª DP,Empoamento,True,False,0.5792
Aborto,Área Rural,0,33,4,,DCA (Criança e Adolescente),Luz forense/lanterna,True,False,0.2647
Roubo,Hospital,4,11,1,2023-02-27 10:32:00,DRFC (Furtos),Empoamento,False,False,0.4145
Violação de Sepultura,DP,1,36,0,2023-07-10 01:03:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.33
Abandono de Incapaz,Terreno Baldio,5,18,7,2023-07-15 10:20:00,DHPP (Homicídios),Empoamento,False,False,0.725
Maus Tratos de Animal,Hospital,1,8,2,2023-12-28 22:11:00,3ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",False,True,0.3187
Feminicídio,Hospital,1,23,1,2023-11-02 18:22:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento",True,False,0.8155
Infanticídio,Hospital,1,37,5,2023-04-10 14:33:00,DCA (Criança e Adolescente),Macrofotografia,True,True,0.9776
Pichação,Via Pública,0,11,2,31/02/2023 25:00:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento, Macrofotografia",False,True,0.2759
Cadáver Encontrado,DP,0,11,0,2023-05-14 20:08:00,1ª DP,Luz forense/lanterna,False,False,0.103
Homicídio,Área Rural,3,62,0,2023-06-30 09:32:00,3ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.8349
Suicídio,Área Rural,0,27,1,2023-06-24 23:27:00,2ª DP,"Empoamento, Macrofotografia",True,True,0.4598
Furto Qualificado (arrombamento),Pátio,6,5,0,2023-12-05 00:47:00,2ª DP,"Empoamento, Macrofotografia",True,True,0.4309
Furto d'água,Estabelecimento Comercial,4,74,1,2023-02-11 23:23:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.3412
,Residência,0,9,0,2023-08-26 06:21:00,DRFC (Furtos),Macrofotografia,True,True,1.0
Disparo de Arma de Fogo,DP,8,13,3,2023-04-20 08:38:00,,Empoamento,True,False,0.5564
Furto,Residência,3,5,1,2023-02-01 03:36:00,1ª DP,Macrofotografia,True,True,0.4494
Explosão (com vítima),Residência,4,5,0,2023-10-11 08:03:00,1ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.3608
Ameaça,Residência,5,7,5,2023-04-25 22:15:00,DRFC (Furtos),"Macrofotografia, Empoamento",True,False,0.3029
Veículo Localizado (furtado ou roubado),Hospital,7,8,2,2023-04-28 16:53:00,DCA (Criança e Adolescente),Luz forense/lanterna,False,False,0.1647
Feto Encontrado,Pátio,5,10,4,2023-02-04 11:04:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna",True,False,0.8267
Tentativa de Suicídio,Área Rural,1,39,2,2023-01-15 04:18:00,1ª DP,"Macrofotografia, Luz forense/lanterna",True,True,0.4894
Furto Qualificado (arrombamento),DP,4,N/A,10,2023-01-01 13:26:00,1ª DP,"Luz forense/lanterna, Macrofotografia",False,False,0.1436
Marca em Animal,Pátio,0,35,3,2023-12-18 20:15:00,1ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.161
Incêndio (sem vítima),Estabelecimento Comercial,5,13,1,2023-05-22 06:44:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.2624
Lesão Corporal,Via Pública,3,5,4,2023-09-07 10:33:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Macrofotografia, Empoamento",True,True,0.7175
Tráfico de Entorpecentes,Via Pública,0,26,0,2023-09-02 06:03:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",False,False,0.159
Infanticídio,Estabelecimento Comercial,0,110,7,2023-01-07 08:48:00,1ª DP,"Luz forense/lanterna, Empoamento",False,False,0.6819
Cadáver Encontrado,DP,7,18,0,2023-12-16 14:09:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento",False,False,0.1315
Desmanche de Veículos,Pátio,0,23,0,2023-10-17 19:38:00,DEAM (Mulher),"Empoamento, Macrofotografia",False,False,0.1419
Estelionato,Via Pública,0,14,1,data_invalida,DRFC (Furtos),Empoamento,True,False,0.3499
Arremesso de Projétil,Via Pública,0,23,1,2023-12-09 22:40:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.1887
Adulteração de Placa e/ou Lacre,Residência,0,7,1,2023-09-10 13:13:00,2ª DP,"Macrofotografia, Empoamento",False,False,0.1119
Abandono de Incapaz,Estabelecimento Comercial,2,32,0,2023-12-26 23:01:00,DRFC (Furtos),Macrofotografia,True,True,1.0
Homicídio,DP,5,41,2,2023-08-27 22:48:00,DRFC (Furtos),Luz forense/lanterna,False,False,0.7146
Incêndio (sem vítima),Estabelecimento Comercial,0,65,2,2023-06-19 16:17:00,3ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",True,0,0.4687
Explosão (com vítima),DP,5,79,1,2023-10-18 03:07:00,2ª DP,Empoamento,True,False,0.5372
Violação de Sepultura,Estabelecimento Comercial,2,29,0,2023-05-30 03:44:00,3ª DP,"Luz forense/lanterna, Macrofotografia",False,False,0.1747
Violação de Sepultura,Via Pública,2,19,0,2023-10-02 03:19:00,DEAM (Mulher),Macrofotografia,False,True,0.3367
Furto,Terreno Baldio,0,24,1,2023-07-23 05:13:00,DHPP (Homicídios),"Macrofotografia, Empoamento",False,True,0.2716
Extorsão,Terreno Baldio,1,40,2,2023-07-20 16:40:00,DEAM (Mulher),Luz forense/lanterna,True,False,0.5799
Cadáver Encontrado,DP,2,21,2,2023-09-24 06:52:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento",True,False,0.3022
Infanticídio,Via Pública,0,26,2,2023-04-27 02:50:00,3ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.8682
Dano,Via Pública,3,32,5,2023-08-03 15:29:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.137
Exercício Arbitrário das Próprias Razões,Pátio,1,11,0,2023-05-04 12:54:00,DCA (Criança e Adolescente),Luz forense/lanterna,False,True,0.3393
Aborto,Pátio,0,23,0,2023-09-14 16:55:00,2ª DP,Empoamento,False,False,0.17
Arremesso de Projétil,Via Pública,6,34,0,2023-02-03 21:50:00,DEAM (Mulher),Empoamento,True,True,0.4664
Furto Qualificado (arrombamento),Área Rural,2,9,0,2023-02-17 18:30:00,1ª DP,"Empoamento, Macrofotografia",True,False,0.3207
Violação de Domicílio,Pátio,5,21,0,2023-08-26 01:58:00,3ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1389
Roubo Com Estupro,Via Pública,7,69,2,2023-01-03 14:32:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna",False,True,0.8125
Suicídio,Área Rural,4,68,0,2023-08-22 01:33:00,DHPP (Homicídios),Macrofotografia,True,False,0.2786
Explosão (com vítima),Área Rural,0,18,7,2023-12-02 02:52:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento, Macrofotografia",True,True,0.7406
Furto,Área Rural,1,9,0,2023-04-27 16:26:00,DEAM (Mulher),Macrofotografia,False,False,0.1413
Dano,DP,7,5,1,2023-13-45,DEAM (Mulher),Empoamento,True,False,0.3471
Arremesso de Projétil,Terreno Baldio,3,5,1,31/02/2023 25:00:00,DRFC (Furtos),Luz forense/lanterna,True,False,0.3374
Incêndio (com vítima),Hospital,5,15,2,data_invalida,DEAM (Mulher),Luz forense/lanterna,False,False,0.4145
Arremesso de Projétil,Via Pública,3,60,0,2023-03-29 03:35:00,1ª DP,Empoamento,True,True,0.4059
Suicídio,DP,5,34,3,2023-02-16 01:43:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Macrofotografia",True,False,0.2989
Incêndio (sem vítima),Área Rural,1,12,1,2023-03-07 05:27:00,1ª DP,"Luz forense/lanterna, Macrofotografia",False,False,0.11
Suicídio,DP,5,23,0,2023-03-23 23:23:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",False,True,0.3158
Veículo Localizado (furtado ou roubado),Pátio,3,14,1,2023-07-15 12:10:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia",True,False,0.3206
Cadáver Encontrado,Pátio,1,14,0,2023-01-05 23:49:00,DRFC (Furtos),Macrofotografia,True,False,0.3293
Arremesso de Projétil,Residência,2,14,1,,3ª DP,Luz forense/lanterna,True,True,0.4884
Veículo Localizado (furtado ou roubado),Terreno Baldio,0,10,0,2023-05-15 04:05:00,1ª DP,Empoamento,False,False,0.1322
Morte Aparentemente Natural,Terreno Baldio,1,32,0,2023-07-01 21:27:00,2ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",False,True,0.2826
Marca em Animal,Terreno Baldio,2,19,3,2023-08-05 04:03:00,3ª DP,"Luz forense/lanterna, Empoamento",True,True,0.428
Tráfico de Entorpecentes,Residência,0,5,2,2023-08-20 03:47:00,2ª DP,Luz forense/lanterna,True,False,0.2963
Infanticídio,Hospital,0,21,1,2023-12-17 14:55:00,DRFC (Furtos),Macrofotografia,True,False,0.8711
Afogamento,Via Pública,3,41,2,2023-08-01 05:40:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.3413
Marca em Animal,Via Pública,1,23,1,2023-01-10 14:44:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna, Empoamento",False,True,0.2814
Exercício Arbitrário das Próprias Razões,Residência,6,15,9,2023-11-15 07:28:00,3ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.1805
Cadáver Encontrado,Residência,3,49,1,2023-08-10 23:45:00,DHPP (Homicídios),Empoamento,False,True,0.3434
Furto,Área Rural,1,28,6,2023-08-10 17:51:00,DEAM (Mulher),Macrofotografia,True,True,0.4666
Explosão (sem vítima),Via Pública,5,12,1,2023-10-09 14:09:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento, Macrofotografia",False,True,0.3251
Afogamento,Hospital,1,13,2,2023-06-20 02:58:00,3ª DP,"Luz forense/lanterna, Empoamento",False,False,0.1129
Eletroplessão,Área Rural,2,28,0,2023-08-24 12:31:00,2ª DP,Luz forense/lanterna,True,False,0.2957
Violação de Domicílio,Hospital,999999,7,2,2023-04-20 15:18:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.1799
Explosão (com vítima),Estabelecimento Comercial,0,10,6,2023-01-12 08:06:00,3ª DP,Macrofotografia,False,False,0.4471
Furto Qualificado (arrombamento),Terreno Baldio,1,5,0,2023-07-17 09:53:00,2ª DP,"Empoamento, Luz forense/lanterna",True,True,0.4822
Local de Estupro e/ou Veículo Envolvido em Estupro,Área Rural,0,12,4,2023-04-22 19:41:00,2ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",True,True,0.9556
Furto em Interior de Veículo,Estabelecimento Comercial,5,9,1,2023-02-27 23:18:00,DEAM (Mulher),Macrofotografia,True,False,0.3399
Local de Estupro e/ou Veículo Envolvido em Estupro,Via Pública,0,7,3,2023-06-02 14:39:00,DCA (Criança e Adolescente),"Empoamento,_Macrofotografia,_Luz_forense/lanterna",False,False,0.7068
Violação de Domicílio,Pátio,14,13,6,2023-12-19 14:27:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento",True,False,0.3042
Morte Aparentemente Natural,Estabelecimento Comercial,1,5,5,2023-02-18 18:36:00,1ª DP,Empoamento,True,True,0.4006
Pichação,Área Rural,4,5,0,2023-12-31 07:06:00,DEAM (Mulher),Luz forense/lanterna,False,False,0.1461
Veículo Localizado (furtado ou roubado),Residência,0,12,0,2023-12-11 23:48:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna",True,1,0.2973
Maus Tratos de Animal,Área Rural,1,49,0,2023-01-27 22:58:00,2ª DP,Macrofotografia,False,False,0.1819
Dano Seguido de Lesão Corporal,Via Pública,4,15,2,2023-11-16 03:58:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia, Empoamento",True,True,0.7189
Feminicídio,Área Rural,2,11,999999,2023-07-24 05:37:00,1ª DP,"Empoamento, Luz forense/lanterna",True,False,0.8159
Furto,Pátio,10,9,6,2023-06-16 19:58:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento",False,False,0.1143
Extorsão,Área Rural,0,41,4,2023-12-18 04:01:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento",True,False,0.5121
Feto Encontrado,Pátio,0,16,0,2023-12-23 04:44:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.8628
Dano,  Pátio  ,1,29,0,2023-04-09 12:15:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna, Empoamento",True,True,0.4005
Exercício Arbitrário das Próprias Razões,Área Rural,0,6,2,2023-09-28 23:39:00,DCA (Criança e Adolescente),Luz forense/lanterna,True,False,0.3291
Furto de Energia Elétrica ou Termodinâmica,Área Rural,0,9,0,2023-05-05 07:35:00,2ª DP,Empoamento,False,False,0.1142
Roubo,Pátio,1,11,2,2023-10-09 20:35:00,DHPP (Homicídios),"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.576
Furto de Energia Elétrica ou Termodinâmica,Área Rural,3,17,1,2023-11-05 23:04:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna",True,true,0.4056
Tráfico de Entorpecentes,Estabelecimento Comercial,1,26,0,2023-08-03 01:10:00,DRFC (Furtos),Luz forense/lanterna,True,False,0.2519
Maus Tratos de Animal,Estabelecimento Comercial,0,12,2,2023-02-28 17:36:00,DRFC (Furtos),"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.1432
