Tipo_Pericia,Tipo_Local,Qtd_Objetos,Qtd_Fotos,Qtd_Fitas,Horario_Exame,Delegacia,Tecnica_Utilizada,Violencia_Domestica,Vitima_Idosa,Classificacao_Prioridade
Furto em Interior de Veículo,Terreno Baldio,2,31,4,2023-12-23 22:23:00,1ª DP,"Empoamento, Luz forense/lanterna",True,True,0.482
Furto Qualificado (arrombamento),Residência,5,15,0,2023-08-15 18:22:00,DEAM (Mulher),"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.1498
Latrocínio e/ou Tentativa de Latrocínio,Residência,7,7,2,2023-05-13 09:17:00,DRFC (Furtos),"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,1.0
Maus Tratos de Animal,Hospital,1,23,1,2023-05-16 14:07:00,1ª DP,Empoamento,False,False,0.1281
Incêndio (sem vítima),Estabelecimento Comercial,1,12,2,2023-02-20 06:29:00,3ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.111
Adulteração de Placa e/ou Lacre,Área Rural,1,11,0,2023-04-24 21:06:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna",True,False,0.3125
Disparo de Arma de Fogo,Residência,8,7,9,2023-08-25 07:20:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento",False,True,0.5756
Morte Aparentemente Natural,Estabelecimento Comercial,2,50,1,2023-07-28 17:55:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.2598
Morte Aparentemente Natural,Terreno Baldio,3,13,0,2023-11-14 17:40:00,2ª DP,"Empoamento, Macrofotografia",True,False,0.2869
Marca em Animal,DP,2,26,0,2023-07-17 20:01:00,DEAM (Mulher),Empoamento,True,False,0.2663
Roubo Com Estupro,Residência,13,11,0,2023-11-18 22:31:00,1ª DP,Macrofotografia,True,False,0.8953
Infanticídio,Estabelecimento Comercial,5,23,3,2023-01-12 20:18:00,1ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.7484
Extorsão,Via Pública,1,50,0,2023-03-12 21:21:00,1ª DP,"Macrofotografia, Luz forense/lanterna",True,False,0.5556
Exercício Arbitrário das Próprias Razões,DP,5,14,1,2023-04-08 16:49:00,DCA (Criança e Adolescente),Luz forense/lanterna,True,False,0.3077
Furto d'água,Via Pública,0,5,2,2023-02-23 11:47:00,1ª DP,Luz forense/lanterna,False,False,0.1605
Cadáver Encontrado,DP,1,23,2,2023-09-21 19:36:00,2ª DP,Macrofotografia,True,False,0.3186
Veículo Localizado (furtado ou roubado),Residência,1,7,2,2023-12-04 21:42:00,DHPP (Homicídios),"Macrofotografia, Empoamento",True,False,0.2958
Eletroplessão,DP,0,14,5,2023-04-14 05:35:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",True,False,0.2967
Incêndio (sem vítima),Área Rural,8,8,5,2023-02-19 15:56:00,DEAM (Mulher),"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.2532
Feto Encontrado,DP,0,18,0,2023-04-28 02:54:00,DHPP (Homicídios),"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.6728
Extorsão,DP,2,48,3,2023-09-12 15:31:00,2ª DP,"Empoamento, Luz forense/lanterna",True,True,0.6953
Dano Seguido de Lesão Corporal,Pátio,1,22,3,2023-06-28 14:37:00,2ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.5858
Furto em Interior de Veículo,Pátio,1,32,3,2023-03-15 01:56:00,1ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.3228
Dano,Estabelecimento Comercial,1,6,0,2023-10-19 10:44:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.2988
Pichação,Terreno Baldio,0,15,3,2023-08-25 02:49:00,1ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.2958
Roubo,Estabelecimento Comercial,0,52,0,2023-08-03 08:57:00,DRFC (Furtos),Luz forense/lanterna,False,True,0.5486
Feminicídio,Hospital,1,22,0,2023-06-23 06:26:00,1ª DP,"Macrofotografia, Empoamento",True,False,0.856
Pichação,Via Pública,0,54,1,2023-07-06 13:50:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna",True,False,0.2859
Explosão (com vítima),Pátio,5,20,9,2023-03-12 06:12:00,DHPP (Homicídios),Macrofotografia,True,True,0.6814
Maus Tratos de Animal,Pátio,2,14,1,2023-02-27 18:30:00,DEAM (Mulher),"Empoamento, Macrofotografia, Luz forense/lanterna",True,True,0.4086
Ossada Encontrada,Pátio,9,23,4,2023-05-13 16:57:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna",False,False,0.1004
Dano,DP,1,7,0,2023-06-11 15:22:00,DHPP (Homicídios),"Empoamento, Macrofotografia",False,False,0.1995
Exercício Arbitrário das Próprias Razões,Residência,1,28,1,2023-09-23 18:27:00,2ª DP,Macrofotografia,True,False,0.3437
Feto Encontrado,DP,3,22,2,2023-05-26 14:11:00,2ª DP,Luz forense/lanterna,True,False,0.8561
Furto de Energia Elétrica ou Termodinâmica,DP,7,21,0,2023-01-04 03:09:00,1ª DP,"Empoamento, Luz forense/lanterna",True,True,0.4243
Morte Aparentemente Natural,DP,0,12,0,2023-08-19 20:10:00,2ª DP,"Empoamento, Macrofotografia",False,False,0.1386
Violação de Sepultura,Pátio,4,7,1,2023-09-18 11:02:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.2596
Marca em Animal,Residência,6,16,6,2023-08-21 03:11:00,3ª DP,Macrofotografia,False,True,0.2618
Arremesso de Projétil,Hospital,4,6,0,2023-06-05 12:00:00,DHPP (Homicídios),"Empoamento, Macrofotografia",False,False,0.1614
Aborto,Via Pública,3,54,6,2023-06-23 05:18:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento",True,True,0.4376
Disparo de Arma de Fogo,Hospital,4,64,1,2023-12-16 08:07:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.5876
Dano,DP,1,12,1,2023-08-09 22:51:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna",False,True,0.337
Feminicídio,Via Pública,3,58,1,2023-03-03 17:09:00,DHPP (Homicídios),Empoamento,False,False,0.6702
Violação de Domicílio,Pátio,12,5,3,2023-11-01 23:41:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.3345
Suicídio,Residência,0,71,1,2023-04-01 14:11:00,DHPP (Homicídios),"Macrofotografia, Empoamento",False,False,0.1048
Disparo de Arma de Fogo,Residência,2,26,2,2023-03-15 22:12:00,2ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",True,True,0.7321
Feto Encontrado,Terreno Baldio,1,14,0,2023-02-05 15:26:00,DRFC (Furtos),Empoamento,True,True,0.9808
Tentativa de Homicídio,Estabelecimento Comercial,3,66,6,2023-12-26 08:25:00,DEAM (Mulher),Luz forense/lanterna,False,False,0.7292
Veículo Localizado (furtado ou roubado),Via Pública,1,84,2,2023-06-19 12:00:00,3ª DP,"Macrofotografia, Empoamento",True,True,0.417
Furto de Energia Elétrica ou Termodinâmica,Estabelecimento Comercial,0,68,2,2023-02-15 21:13:00,1ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.3378
Tráfico de Entorpecentes,DP,1,25,2,2023-04-18 05:33:00,3ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1145
Infanticídio,Pátio,0,14,2,2023-10-30 10:46:00,2ª DP,Empoamento,True,False,0.8301
Tráfico de Entorpecentes,Área Rural,0,9,5,2023-11-09 12:16:00,1ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.2897
Furto Qualificado (arrombamento),DP,6,24,2,2023-08-11 13:22:00,DRFC (Furtos),"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.2606
Tráfico de Entorpecentes,Pátio,2,14,1,2023-04-15 19:56:00,3ª DP,"Macrofotografia, Luz forense/lanterna",True,False,0.2918
Local de Estupro e/ou Veículo Envolvido em Estupro,Pátio,5,9,0,2023-10-06 15:47:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Macrofotografia",True,False,0.8218
Adulteração de Placa e/ou Lacre,Hospital,1,10,2,2023-06-11 00:22:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna, Macrofotografia",False,True,0.2617
Cadáver Encontrado,Área Rural,1,6,1,2023-06-14 20:19:00,DRFC (Furtos),Luz forense/lanterna,True,True,0.4803
Furto,Via Pública,10,9,1,2023-05-23 17:23:00,2ª DP,Luz forense/lanterna,False,False,0.1049
Roubo Com Estupro,Estabelecimento Comercial,2,33,0,2023-10-29 09:43:00,3ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.877
Adulteração de Placa e/ou Lacre,Hospital,0,34,0,2023-06-05 23:34:00,3ª DP,Luz forense/lanterna,True,True,0.4141
Incêndio (sem vítima),Área Rural,4,17,0,2023-01-19 02:04:00,3ª DP,"Luz forense/lanterna, Macrofotografia",False,False,0.1179
Disparo de Arma de Fogo,Via Pública,2,11,1,2023-08-22 06:52:00,3ª DP,"Empoamento, Luz forense/lanterna",True,False,0.5841
Desmanche de Veículos,Hospital,0,20,1,2023-01-13 00:14:00,3ª DP,"Empoamento, Luz forense/lanterna",True,False,0.3061
Feminicídio,Via Pública,1,27,0,2023-06-22 16:09:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna, Empoamento",False,True,0.8653
Explosão (com vítima),Hospital,0,33,1,2023-05-17 01:03:00,DEAM (Mulher),"Macrofotografia, Empoamento",True,False,0.5501
Explosão (com vítima),Residência,1,49,0,2023-04-04 03:40:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia",True,False,0.504
Furto em Interior de Veículo,Área Rural,2,21,0,2023-11-13 13:14:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna",True,False,0.2971
Maus Tratos de Animal,DP,1,22,1,2023-03-15 03:31:00,DCA (Criança e Adolescente),Macrofotografia,True,False,0.3473
Veículo Localizado (furtado ou roubado),Pátio,1,7,3,2023-06-16 19:57:00,1ª DP,Empoamento,False,False,0.1193
Feto Encontrado,Estabelecimento Comercial,1,43,0,2023-04-29 00:59:00,DEAM (Mulher),Empoamento,False,True,0.8041
Furto Qualificado (arrombamento),Residência,6,10,1,2023-05-23 12:38:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia",False,False,0.1805
Veículo Localizado (furtado ou roubado),Terreno Baldio,7,17,0,2023-05-18 00:12:00,1ª DP,"Luz forense/lanterna, Empoamento",True,True,0.4279
Feminicídio,Estabelecimento Comercial,1,25,2,2023-06-20 11:47:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento, Macrofotografia",True,True,1.0
Feminicídio,Hospital,3,12,0,2023-09-13 05:51:00,1ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.7152
Homicídio,Área Rural,10,6,4,2023-12-28 06:02:00,DCA (Criança e Adolescente),"Empoamento, Macrofotografia",True,False,0.8519
Infanticídio,Residência,2,19,1,2023-06-26 06:15:00,2ª DP,"Empoamento, Macrofotografia",False,False,0.7477
Violação de Domicílio,Área Rural,3,33,3,2023-06-28 01:32:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento",False,True,0.3431
Aborto,DP,2,36,5,2023-10-22 14:32:00,DRFC (Furtos),Empoamento,False,True,0.3435
Feminicídio,DP,2,31,2,2023-06-01 08:07:00,DHPP (Homicídios),Empoamento,True,True,0.9638
Violação de Domicílio,Pátio,0,34,1,2023-11-05 19:56:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.2689
Extorsão,Estabelecimento Comercial,3,42,3,2023-09-05 22:02:00,DEAM (Mulher),"Macrofotografia, Empoamento",False,False,0.3767
Dano Seguido de Lesão Corporal,DP,15,26,2,2023-05-17 03:16:00,2ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,True,0.6569
Tentativa de Homicídio,Via Pública,1,16,6,2023-08-29 19:03:00,DRFC (Furtos),"Luz forense/lanterna, Macrofotografia",False,False,0.6997
Tentativa de Suicídio,Via Pública,2,12,4,2023-12-09 13:30:00,1ª DP,"Macrofotografia, Luz forense/lanterna",False,False,0.1132
Tentativa de Suicídio,Estabelecimento Comercial,0,6,1,2023-12-17 02:46:00,DCA (Criança e Adolescente),Empoamento,True,False,0.3056
Furto d'água,Terreno Baldio,2,27,0,2023-04-03 14:54:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna",True,False,0.3444
Extorsão,Via Pública,13,15,0,2023-08-09 02:38:00,1ª DP,"Macrofotografia, Luz forense/lanterna",True,False,0.5651
Infanticídio,Via Pública,0,20,0,2023-01-07 12:07:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.8008
Adulteração de Placa e/ou Lacre,Residência,1,53,0,2023-05-10 13:10:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Macrofotografia",True,False,0.3344
Homicídio,Residência,0,13,0,2023-10-06 23:29:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna",True,False,0.8702
Pichação,Via Pública,10,81,0,2023-12-04 19:57:00,DEAM (Mulher),Macrofotografia,False,False,0.163
Homicídio,Pátio,9,14,6,2023-09-21 19:56:00,2ª DP,Empoamento,False,True,0.8351
Morte Aparentemente Natural,Pátio,1,61,5,2023-02-21 09:08:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.2674
Ossada Encontrada,DP,1,9,0,2023-08-30 10:13:00,1ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1227
Pichação,Estabelecimento Comercial,1,22,0,2023-09-15 14:27:00,DCA (Criança e Adolescente),Luz forense/lanterna,True,False,0.3072
Feminicídio,Terreno Baldio,1,21,6,2023-07-10 22:51:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna",True,True,1.0
Roubo Com Estupro,Estabelecimento Comercial,0,5,3,2023-10-02 18:35:00,3ª DP,"Luz forense/lanterna, Empoamento",True,True,1.0
Furto Qualificado (arrombamento),Hospital,6,7,0,2023-07-17 05:39:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento",True,False,0.2658
Incêndio (sem vítima),Hospital,0,9,0,2023-08-22 08:46:00,2ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,True,0.3447
Afogamento,Hospital,2,6,2,2023-10-29 12:45:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.3369
Feminicídio,Residência,5,14,0,2023-11-28 01:46:00,2ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",True,True,0.9926
Infanticídio,Estabelecimento Comercial,0,120,1,2023-01-12 22:52:00,DEAM (Mulher),Luz forense/lanterna,False,False,0.7118
Cadáver Encontrado,Hospital,1,31,4,2023-12-10 19:30:00,2ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",False,True,0.3116
Dano,Área Rural,1,7,2,2023-08-01 16:22:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento",True,False,0.2542
Dano Seguido de Lesão Corporal,Estabelecimento Comercial,7,9,0,2023-06-06 09:13:00,DRFC (Furtos),"Macrofotografia, Empoamento",True,True,0.6921
Suicídio,Residência,9,30,2,2023-12-06 10:12:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.2524
Roubo,Terreno Baldio,0,5,1,2023-10-14 08:24:00,2ª DP,Macrofotografia,True,True,0.6988
Arremesso de Projétil,Residência,0,5,2,2023-04-29 18:32:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.1295
Extorsão,Hospital,1,38,0,2023-06-14 10:46:00,DRFC (Furtos),Empoamento,True,False,0.5868
Latrocínio e/ou Tentativa de Latrocínio,Área Rural,2,21,0,2023-12-25 07:49:00,DCA (Criança e Adolescente),Luz forense/lanterna,False,False,0.698
Disparo de Arma de Fogo,Via Pública,3,14,0,2023-04-26 22:14:00,2ª DP,"Macrofotografia, Luz forense/lanterna",True,False,0.5178
Tráfico de Entorpecentes,Estabelecimento Comercial,2,34,0,2023-08-16 10:39:00,DEAM (Mulher),"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.1976
Marca em Animal,Área Rural,0,12,0,2023-07-07 05:52:00,DRFC (Furtos),Luz forense/lanterna,False,True,0.3035
Feminicídio,Estabelecimento Comercial,2,23,6,2023-03-17 04:23:00,3ª DP,Macrofotografia,False,True,0.8865
Roubo,Pátio,2,18,0,2023-11-03 04:28:00,1ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.4479
Tentativa de Suicídio,Hospital,2,34,4,2023-08-10 18:34:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna",True,False,0.2956
Lesão Corporal,Hospital,4,8,0,2023-04-01 02:35:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento",True,False,0.5438
Extorsão,Residência,0,31,0,2023-11-12 17:52:00,3ª DP,Macrofotografia,True,False,0.5187
Tentativa de Homicídio,DP,6,18,3,2023-05-27 23:28:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.8144
Roubo,Estabelecimento Comercial,11,41,1,2023-11-06 01:34:00,2ª DP,"Empoamento, Macrofotografia",False,True,0.5267
Lesão Corporal,Estabelecimento Comercial,2,9,0,2023-12-07 20:23:00,1ª DP,"Luz forense/lanterna, Macrofotografia",True,False,0.5361
Maus Tratos de Animal,Área Rural,5,59,1,2023-07-20 09:32:00,2ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,True,0.4174
Tentativa de Homicídio,Residência,5,34,1,2023-07-02 08:16:00,DCA (Criança e Adolescente),Macrofotografia,False,False,0.7312
Afogamento,Pátio,0,13,0,2023-11-18 01:12:00,2ª DP,"Luz forense/lanterna, Empoamento",True,False,0.2617
Dano Seguido de Lesão Corporal,Residência,4,27,0,2023-02-28 17:39:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Macrofotografia",False,True,0.5512
Cadáver Encontrado,Residência,1,33,1,2023-01-16 10:47:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna",True,False,0.3068
Afogamento,Via Pública,0,47,3,2023-09-04 08:10:00,DHPP (Homicídios),Luz forense/lanterna,False,False,0.1743
Furto,Área Rural,2,11,1,2023-05-08 22:01:00,2ª DP,Luz forense/lanterna,False,False,0.1366
Veículo Localizado (furtado ou roubado),Via Pública,3,20,1,2023-12-10 21:11:00,DRFC (Furtos),Empoamento,True,False,0.2966
Feto Encontrado,Pátio,0,47,2,2023-12-17 00:04:00,1ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.889
Veículo Localizado (furtado ou roubado),Terreno Baldio,4,24,2,2023-03-29 08:49:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento",False,False,0.1021
Suicídio,Pátio,7,29,0,2023-10-30 15:04:00,DRFC (Furtos),"Macrofotografia, Empoamento",True,False,0.3122
Eletroplessão,Via Pública,1,77,1,2023-09-04 20:00:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.277
Maus Tratos de Animal,Residência,0,30,2,2023-03-23 00:27:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento",True,False,0.2835
Feto Encontrado,Via Pública,2,14,1,2023-08-18 23:18:00,DHPP (Homicídios),Empoamento,True,True,1.0
Morte Aparentemente Natural,Estabelecimento Comercial,0,11,1,2023-10-31 08:54:00,DEAM (Mulher),Macrofotografia,True,True,0.4166
Furto em Interior de Veículo,Terreno Baldio,2,17,1,2023-08-06 09:55:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento, Macrofotografia",False,True,0.3402
Incêndio (com vítima),Estabelecimento Comercial,2,14,0,2023-07-16 01:16:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia",False,False,0.4039
Eletroplessão,Hospital,2,92,3,2023-11-28 06:54:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna",True,True,0.4366
Estelionato,Terreno Baldio,10,31,0,2023-02-18 06:35:00,DEAM (Mulher),Macrofotografia,True,False,0.3234
Estelionato,Área Rural,0,9,1,2023-10-27 10:44:00,2ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",False,True,0.2855
Roubo Com Estupro,Área Rural,0,13,3,2023-04-08 15:20:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.8333
Adulteração de Placa e/ou Lacre,Terreno Baldio,3,58,0,2023-03-03 18:43:00,3ª DP,Macrofotografia,False,False,0.1284
Marca em Animal,Estabelecimento Comercial,1,24,0,2023-07-09 13:43:00,DHPP (Homicídios),"Macrofotografia, Empoamento, Luz forense/lanterna",False,True,0.2897
Furto d'água,Terreno Baldio,0,28,1,2023-10-07 20:22:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna",False,True,0.3184
Latrocínio e/ou Tentativa de Latrocínio,Pátio,6,10,2,2023-04-02 03:45:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.6544
Morte Aparentemente Natural,Via Pública,8,6,0,2023-06-13 07:30:00,DRFC (Furtos),"Luz forense/lanterna, Macrofotografia",True,False,0.322
Tentativa de Suicídio,Pátio,1,12,0,2023-03-08 22:25:00,2ª DP,Macrofotografia,False,True,0.2789
Desmanche de Veículos,DP,2,8,1,2023-04-20 06:18:00,2ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.3467
Veículo Localizado (furtado ou roubado),Hospital,10,35,0,2023-02-26 05:36:00,1ª DP,Luz forense/lanterna,True,False,0.2645
Furto Qualificado (arrombamento),Estabelecimento Comercial,3,38,1,2023-05-01 06:51:00,3ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.1209
Eletroplessão,Via Pública,1,12,0,2023-04-11 20:10:00,3ª DP,Macrofotografia,True,True,0.4709
Furto Qualificado (arrombamento),Via Pública,0,32,0,2023-01-07 12:48:00,DEAM (Mulher),Empoamento,True,False,0.252
Incêndio (com vítima),Hospital,2,25,2,2023-04-17 14:34:00,2ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,True,0.7413
Veículo Localizado (furtado ou roubado),Estabelecimento Comercial,1,48,7,2023-10-15 08:52:00,2ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",False,True,0.2695
Tráfico de Entorpecentes,Via Pública,1,69,4,2023-04-19 16:06:00,2ª DP,"Empoamento, Luz forense/lanterna",True,False,0.3376
Ossada Encontrada,Terreno Baldio,1,23,1,2023-06-29 20:34:00,2ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.1196
Cadáver Encontrado,Via Pública,0,6,1,2023-11-29 14:50:00,2ª DP,Macrofotografia,False,False,0.1091
Feminicídio,Hospital,0,11,0,2023-03-14 14:38:00,2ª DP,"Luz forense/lanterna, Empoamento",True,False,0.8495
Extorsão,Estabelecimento Comercial,1,6,1,2023-03-19 06:09:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.4422
Adulteração de Placa e/ou Lacre,Estabelecimento Comercial,1,16,4,2023-06-03 09:23:00,3ª DP,"Empoamento, Macrofotografia",True,False,0.3037
Feto Encontrado,Terreno Baldio,8,14,1,2023-02-26 18:20:00,DHPP (Homicídios),Macrofotografia,True,False,0.8673
Violação de Sepultura,Área Rural,1,11,0,2023-09-07 03:56:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna",True,True,0.4753
Violação de Sepultura,Hospital,1,26,0,2023-01-08 09:09:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento",False,False,0.167
Eletroplessão,DP,0,8,0,2023-04-24 14:06:00,3ª DP,"Empoamento, Luz forense/lanterna",True,True,0.4026
Incêndio (sem vítima),Residência,5,33,1,2023-12-29 20:25:00,DRFC (Furtos),Luz forense/lanterna,False,True,0.2881
Maus Tratos de Animal,Estabelecimento Comercial,10,13,1,2023-04-23 12:09:00,DHPP (Homicídios),Luz forense/lanterna,True,True,0.4234
Dano Seguido de Lesão Corporal,Terreno Baldio,4,47,4,2023-08-27 12:26:00,DCA (Criança e Adolescente),Macrofotografia,False,False,0.3578
Pichação,DP,0,13,2,2023-11-08 12:34:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna",False,False,0.1863
Furto em Interior de Veículo,Terreno Baldio,1,5,2,2023-10-28 11:32:00,DEAM (Mulher),Luz forense/lanterna,True,False,0.2569
Cadáver Encontrado,Via Pública,2,61,0,2023-07-03 10:59:00,2ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.1628
Tentativa de Homicídio,Residência,0,16,0,2023-06-19 01:02:00,2ª DP,Luz forense/lanterna,True,False,0.8315
Suicídio,Terreno Baldio,1,16,4,2023-08-01 03:12:00,3ª DP,Luz forense/lanterna,True,False,0.29
Arremesso de Projétil,DP,0,21,0,2023-07-25 08:52:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna",True,False,0.3438
Receptação,DP,5,17,1,2023-06-08 14:53:00,3ª DP,Luz forense/lanterna,True,False,0.3322
Tentativa de Suicídio,Via Pública,3,78,3,2023-06-15 11:51:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.303
Tentativa de Suicídio,Terreno Baldio,0,31,6,2023-02-04 06:16:00,2ª DP,"Empoamento, Macrofotografia",True,True,0.4244
Receptação,Pátio,8,35,3,2023-09-02 12:23:00,2ª DP,"Luz forense/lanterna, Empoamento",True,False,0.3241
Receptação,Estabelecimento Comercial,3,39,0,2023-02-15 18:09:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,0.428
Furto Qualificado (arrombamento),Terreno Baldio,0,41,0,2023-02-12 00:40:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.192
Estelionato,DP,2,30,2,2023-07-20 08:44:00,DCA (Criança e Adolescente),Luz forense/lanterna,True,True,0.4584
Extorsão,Área Rural,11,5,2,2023-03-05 15:00:00,DHPP (Homicídios),Empoamento,True,True,0.7284
Latrocínio e/ou Tentativa de Latrocínio,Estabelecimento Comercial,0,51,2,2023-12-08 14:17:00,1ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.8187
Abandono de Incapaz,Pátio,6,12,0,2023-12-06 10:39:00,3ª DP,Empoamento,True,False,0.8471
Feto Encontrado,Terreno Baldio,0,27,1,2023-04-06 01:37:00,3ª DP,"Luz forense/lanterna, Macrofotografia",True,False,0.8102
Adulteração de Placa e/ou Lacre,Hospital,1,9,2,2023-10-02 03:02:00,3ª DP,Empoamento,False,True,0.2626
Furto Qualificado (arrombamento),Pátio,5,5,1,2023-08-17 09:20:00,3ª DP,Luz forense/lanterna,True,False,0.3334
Arremesso de Projétil,Área Rural,0,13,0,2023-06-03 22:17:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento",False,False,0.1505
Desmanche de Veículos,Estabelecimento Comercial,1,27,0,2023-09-05 17:50:00,DRFC (Furtos),Empoamento,False,False,0.1252
Morte Aparentemente Natural,Área Rural,4,6,0,2023-12-10 00:44:00,3ª DP,Empoamento,False,True,0.2845
Morte Aparentemente Natural,Hospital,5,5,0,2023-01-05 01:24:00,DRFC (Furtos),"Luz forense/lanterna, Macrofotografia, Empoamento",True,True,0.4223
Receptação,DP,0,28,0,2023-08-06 11:23:00,DEAM (Mulher),"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.1399
Ossada Encontrada,Residência,0,19,1,2023-03-29 14:19:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia",True,True,0.4682
